Ligand,Ligand UniprotID,Ligand CellType,Receptor,Receptor UniprotID,Receptor CellType,evidence,annotation,interaction_name
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Interstitial Cell_B (in medulla),OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Macula Densa,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Parietal Cell,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,Principal Cell,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,TAL,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Connecting Tubule,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Endothelial Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Glomerular Capillary,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Interstitial Cell_A (in cortex),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Interstitial Cell_B (in medulla),KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Macula Densa,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Parietal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,Principal Cell,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,TAL,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
OCLN,Q16625,PT,OCLN,Q16625,PT,KEGG: hsa04514,Cell-Cell Contact,OCLN_OCLN
APLN,Q9ULZ1,Podocyte Cell,APLNR,P35414,Endothelial Cell,KEGG: hsa04371,Secreted Signaling,APLN_APLNR
APLN,Q9ULZ1,Podocyte Cell,APLNR,P35414,Glomerular Capillary,KEGG: hsa04371,Secreted Signaling,APLN_APLNR
